gbifID,datasetKey,occurrenceID,kingdom,phylum,class,order,family,genus,species,infraspecificEpithet,taxonRank,scientificName,verbatimScientificName,verbatimScientificNameAuthorship,countryCode,locality,stateProvince,occurrenceStatus,individualCount,publishingOrgKey,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,coordinatePrecision,elevation,elevationAccuracy,depth,depthAccuracy,eventDate,day,month,year,taxonKey,speciesKey,basisOfRecord,institutionCode,collectionCode,catalogNumber,recordNumber,identifiedBy,dateIdentified,license,rightsHolder,recordedBy,typeStatus,establishmentMeans,lastInterpreted,mediaType,issue
2516423365,15f819bd-6612-4447-854b-14d12ee1022d,https://data.biodiversitydata.nl/naturalis/specimen/L.2493409,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Combretaceae,Lumnitzera,Lumnitzera racemosa,,SPECIES,Lumnitzera racemosa Willd.,Lumnitzera racemosa Willd.,Willd.,ID,"Java, Bawean Island, Daun Laut.",Java,PRESENT,NA,396d5f30-dea9-11db-8ab4-b8a03c50a862,NA,NA,NA,NA,NA,NA,NA,NA,1937-11-23,23,11,1937,6435171,6435171,PRESERVED_SPECIMEN,,Botany,L.2493409,"Buwalda, P  3070",,NA,CC0_1_0,Naturalis Biodiversity Center,Buwalda P,,,2024-01-25T05:51:44Z,StillImage,INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
2516423364,15f819bd-6612-4447-854b-14d12ee1022d,https://data.biodiversitydata.nl/naturalis/specimen/L.2493386,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Combretaceae,Lumnitzera,Lumnitzera racemosa,,SPECIES,Lumnitzera racemosa Willd.,Lumnitzera racemosa Willd.,Willd.,MY,"Flora of Malaya, Pulau Tioman, Kg Tekek, small patch of mangrove, mouth of Sg. Ayer Besar.",,PRESENT,NA,396d5f30-dea9-11db-8ab4-b8a03c50a862,NA,NA,NA,NA,NA,NA,NA,NA,1974-05-24,24,5,1974,6435171,6435171,PRESERVED_SPECIMEN,,Botany,L.2493386,"Stone, BC  11919",,NA,CC0_1_0,Naturalis Biodiversity Center,Stone BC,,,2024-01-25T05:51:44Z,StillImage,INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
2516423363,15f819bd-6612-4447-854b-14d12ee1022d,https://data.biodiversitydata.nl/naturalis/specimen/L.2493371,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Combretaceae,Lumnitzera,Lumnitzera racemosa,,SPECIES,Lumnitzera racemosa Willd.,Lumnitzera racemosa Willd.,Willd.,ID,Suwung swamp.,Lesser Sunda Islands,PRESENT,NA,396d5f30-dea9-11db-8ab4-b8a03c50a862,-8.73333,115.2,NA,NA,NA,NA,NA,NA,1992-09-21,21,9,1992,6435171,6435171,PRESERVED_SPECIMEN,,Botany,L.2493371,"Gordon, D; Bougher, A M 5",Balgooy MMJ van,1994-03-01T00:00:00Z,CC0_1_0,Naturalis Biodiversity Center,Gordon D; Bougher A,,,2024-01-25T05:51:44Z,StillImage,INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
2516423362,15f819bd-6612-4447-854b-14d12ee1022d,https://data.biodiversitydata.nl/naturalis/specimen/L.2493287,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Combretaceae,Lumnitzera,Lumnitzera racemosa,,SPECIES,Lumnitzera racemosa Willd.,Lumnitzera racemosa Willd.,Willd.,AU,"Flora of Queensland, Cook District, Pipon Island. Lighthouse Island.",,PRESENT,NA,396d5f30-dea9-11db-8ab4-b8a03c50a862,-14.133333,144.516667,NA,NA,NA,NA,NA,NA,1973-10-25,25,10,1973,6435171,6435171,PRESERVED_SPECIMEN,,Botany,L.2493287,"Stoddart, DR  4900",,NA,CC0_1_0,Naturalis Biodiversity Center,Stoddart DR,,,2024-01-25T05:51:44Z,StillImage,INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
2516422338,15f819bd-6612-4447-854b-14d12ee1022d,https://data.biodiversitydata.nl/naturalis/specimen/L.2493377,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Combretaceae,Lumnitzera,Lumnitzera racemosa,,SPECIES,Lumnitzera racemosa Willd.,Lumnitzera racemosa Willd.,Willd.,ID,Bali.,,PRESENT,NA,396d5f30-dea9-11db-8ab4-b8a03c50a862,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,6435171,6435171,PRESERVED_SPECIMEN,,Botany,L.2493377,Unknown  s.n.,,NA,CC0_1_0,Naturalis Biodiversity Center,Unknown,,,2024-01-25T05:51:44Z,StillImage,INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
2516422337,15f819bd-6612-4447-854b-14d12ee1022d,https://data.biodiversitydata.nl/naturalis/specimen/L.2493340,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Combretaceae,Lumnitzera,Lumnitzera racemosa,,SPECIES,Lumnitzera racemosa Willd.,Lumnitzera racemosa Willd.,Willd.,NC,"Bourail, plage de Poe, (terrain sablonneux juste audessus de la mer).",,PRESENT,NA,396d5f30-dea9-11db-8ab4-b8a03c50a862,NA,NA,NA,NA,NA,NA,NA,NA,1963-01-21,21,1,1963,6435171,6435171,PRESERVED_SPECIMEN,,Botany,L.2493340,"MacKee, HS  10097",,NA,CC0_1_0,Naturalis Biodiversity Center,MacKee HS,,,2024-01-25T05:51:41Z,StillImage,INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
2516420317,15f819bd-6612-4447-854b-14d12ee1022d,https://data.biodiversitydata.nl/naturalis/specimen/L.2493434,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Combretaceae,Lumnitzera,Lumnitzera racemosa,,SPECIES,Lumnitzera racemosa Willd.,Lumnitzera racemosa Willd.,Willd.,VN,"Flora of Indo-China, Ho Yung Shan and vicinity, Tien-yen, Tonkin.",,PRESENT,NA,396d5f30-dea9-11db-8ab4-b8a03c50a862,NA,NA,NA,NA,NA,NA,NA,NA,1940-10-13,13,10,1940,6435171,6435171,PRESERVED_SPECIMEN,,Botany,L.2493434,"Tsang, WT  30631",,NA,CC0_1_0,Naturalis Biodiversity Center,Tsang WT,,,2024-01-25T05:51:41Z,StillImage,INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
2516420316,15f819bd-6612-4447-854b-14d12ee1022d,https://data.biodiversitydata.nl/naturalis/specimen/L.2493335,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Combretaceae,Lumnitzera,Lumnitzera racemosa,,SPECIES,Lumnitzera racemosa Willd.,Lumnitzera racemosa Willd.,Willd.,MG,Env. de Majinga. logurs.,,PRESENT,NA,396d5f30-dea9-11db-8ab4-b8a03c50a862,NA,NA,NA,NA,NA,NA,NA,NA,1906-11-30,30,11,1906,6435171,6435171,PRESERVED_SPECIMEN,,Botany,L.2493335,"Alleizette, AC d'  2257",,NA,CC0_1_0,Naturalis Biodiversity Center,Alleizette AC d',,,2024-01-25T05:51:44Z,StillImage,INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
2516415331,15f819bd-6612-4447-854b-14d12ee1022d,https://data.biodiversitydata.nl/naturalis/specimen/L.2493435,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Combretaceae,Lumnitzera,Lumnitzera racemosa,,SPECIES,Lumnitzera racemosa Willd.,Lumnitzera racemosa Willd.,Willd.,ZZ,,,PRESENT,NA,396d5f30-dea9-11db-8ab4-b8a03c50a862,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,6435171,6435171,PRESERVED_SPECIMEN,,Botany,L.2493435,Unknown  1004,,NA,CC0_1_0,Naturalis Biodiversity Center,Unknown,,,2024-01-25T05:51:44Z,StillImage,INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
2516410311,15f819bd-6612-4447-854b-14d12ee1022d,https://data.biodiversitydata.nl/naturalis/specimen/L.2493345,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Combretaceae,Lumnitzera,Lumnitzera racemosa,,SPECIES,Lumnitzera racemosa Willd.,Lumnitzera racemosa Willd.,Willd.,BN,"Kuala Belait, Belait Dist. Brunei.",Borneo,PRESENT,NA,396d5f30-dea9-11db-8ab4-b8a03c50a862,4.583333,114.183333,NA,NA,NA,NA,NA,NA,1965-05-15,15,5,1965,6435171,6435171,PRESERVED_SPECIMEN,,Botany,L.2493345,"Niel, JP van  3858",,NA,CC0_1_0,Naturalis Biodiversity Center,Niel JP van,,,2024-01-25T05:51:44Z,StillImage,INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
2516410310,15f819bd-6612-4447-854b-14d12ee1022d,https://data.biodiversitydata.nl/naturalis/specimen/L.2493330,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Combretaceae,Lumnitzera,Lumnitzera racemosa,,SPECIES,Lumnitzera racemosa Willd.,Lumnitzera racemosa Willd.,Willd.,PG,"West of Boera Head. Port Moresby Sub-District, Central District.",,PRESENT,NA,396d5f30-dea9-11db-8ab4-b8a03c50a862,-9.25,147,NA,NA,NA,NA,NA,NA,1972-11-02,2,11,1972,6435171,6435171,PRESERVED_SPECIMEN,,Botany,L.2493330,"Womersley, JS LAE 55361",,NA,CC0_1_0,Naturalis Biodiversity Center,Womersley JS,,,2024-01-25T05:51:44Z,StillImage,INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
2516408342,15f819bd-6612-4447-854b-14d12ee1022d,https://data.biodiversitydata.nl/naturalis/specimen/L.2493430,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Combretaceae,Lumnitzera,Lumnitzera racemosa,,SPECIES,Lumnitzera racemosa Willd.,Lumnitzera racemosa Willd.,Willd.,LK,"Plants of Ceylon, Eastern Province, Batticaloa District, ca. 4 miles Nw of Batticaloa, near mile post 4/6 on the Trincomalee.",,PRESENT,NA,396d5f30-dea9-11db-8ab4-b8a03c50a862,NA,NA,NA,NA,NA,NA,NA,NA,1974-12-03,3,12,1974,6435171,6435171,PRESERVED_SPECIMEN,,Botany,L.2493430,"Davidse, G; Sumithraarachchi, DB  8979",,NA,CC0_1_0,Naturalis Biodiversity Center,Davidse G; Sumithraarachchi DB,,,2024-01-25T05:51:41Z,StillImage,INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
2516408341,15f819bd-6612-4447-854b-14d12ee1022d,https://data.biodiversitydata.nl/naturalis/specimen/L.2493346,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Combretaceae,Lumnitzera,Lumnitzera racemosa,,SPECIES,Lumnitzera racemosa Willd.,Lumnitzera racemosa Willd.,Willd.,MY,"Sepilok F.R. ,Sandakan,Sabah.",Borneo,PRESENT,NA,396d5f30-dea9-11db-8ab4-b8a03c50a862,5.833333,117.933333,NA,NA,NA,NA,NA,NA,1968-08-08,8,8,1968,6435171,6435171,PRESERVED_SPECIMEN,,Botany,L.2493346,"Ogata, K  10670",Unknown,1999-09-01T00:00:00Z,CC0_1_0,Naturalis Biodiversity Center,Ogata K,,,2024-01-25T05:51:44Z,StillImage,INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
2516403356,15f819bd-6612-4447-854b-14d12ee1022d,https://data.biodiversitydata.nl/naturalis/specimen/L.2493403,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Combretaceae,Lumnitzera,Lumnitzera racemosa,,SPECIES,Lumnitzera racemosa Willd.,Lumnitzera racemosa Willd.,Willd.,ID,"Java, strand bij de ta..baks van Pasoeroean.",Java,PRESENT,NA,396d5f30-dea9-11db-8ab4-b8a03c50a862,-7.6333,112.9,NA,NA,NA,NA,NA,NA,1921-08-07,7,8,1921,6435171,6435171,PRESERVED_SPECIMEN,,Botany,L.2493403,"Coert, JH; Jeswiet, J; Tengwall, TÅ  164",Exell AW,NA,CC0_1_0,Naturalis Biodiversity Center,Coert JH; Jeswiet J; Tengwall TÅ,,,2024-01-25T05:53:00Z,StillImage,INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
2516403355,15f819bd-6612-4447-854b-14d12ee1022d,https://data.biodiversitydata.nl/naturalis/specimen/L.2493319,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Combretaceae,Lumnitzera,Lumnitzera racemosa,,SPECIES,Lumnitzera racemosa Willd.,Lumnitzera racemosa Willd.,Willd.,PG,"Flora of New Guinea, Mouth of Bensbach River, Western District Papua.",,PRESENT,NA,396d5f30-dea9-11db-8ab4-b8a03c50a862,-9.1,141.033333,NA,NA,NA,NA,NA,NA,1967-08-12,12,8,1967,6435171,6435171,PRESERVED_SPECIMEN,,Botany,L.2493319,"Ridsdale, CE NGF 33679",,NA,CC0_1_0,Naturalis Biodiversity Center,Ridsdale CE,,,2024-01-25T05:51:44Z,StillImage,INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
2516403354,15f819bd-6612-4447-854b-14d12ee1022d,https://data.biodiversitydata.nl/naturalis/specimen/L.2493304,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Combretaceae,Lumnitzera,Lumnitzera racemosa,,SPECIES,Lumnitzera racemosa Willd.,Lumnitzera racemosa Willd.,Willd.,AU,"Flora of the Northern Territory of Australia, Little Lagoon, Groote Eylandt, in the Gulf of Carpentaria.",,PRESENT,NA,396d5f30-dea9-11db-8ab4-b8a03c50a862,NA,NA,NA,NA,NA,NA,NA,NA,1948-05-30,30,5,1948,6435171,6435171,PRESERVED_SPECIMEN,,Botany,L.2493304,"Specht, RL  440",,NA,CC0_1_0,Naturalis Biodiversity Center,Specht RL,,,2024-01-25T05:51:41Z,StillImage,INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
2516386360,15f819bd-6612-4447-854b-14d12ee1022d,https://data.biodiversitydata.nl/naturalis/specimen/L.2493419,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Combretaceae,Lumnitzera,Lumnitzera racemosa,,SPECIES,Lumnitzera racemosa Willd.,Lumnitzera racemosa Willd.,Willd.,LK,"Plants of Ceylon, Batticaloa; Batticaloa District; Eastern Province.",,PRESENT,NA,396d5f30-dea9-11db-8ab4-b8a03c50a862,NA,NA,NA,NA,NA,NA,NA,NA,1973-02-04,4,2,1973,6435171,6435171,PRESERVED_SPECIMEN,,Botany,L.2493419,"Tirvengadum, DD; Cramer, LH; Balasubramaniam, S  243",,NA,CC0_1_0,Naturalis Biodiversity Center,Tirvengadum DD; Cramer LH; Balasubramaniam S,,,2024-01-25T05:51:41Z,StillImage,INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
2516386359,15f819bd-6612-4447-854b-14d12ee1022d,https://data.biodiversitydata.nl/naturalis/specimen/L.2493404,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Combretaceae,Lumnitzera,Lumnitzera racemosa,,SPECIES,Lumnitzera racemosa Willd.,Lumnitzera racemosa Willd.,Willd.,ID,"Java, Madoera, Bangkalan.",Java,PRESENT,NA,396d5f30-dea9-11db-8ab4-b8a03c50a862,-7.0455,112.7351,NA,NA,NA,NA,NA,NA,1915-01-01/1915-01-31,NA,1,1915,6435171,6435171,PRESERVED_SPECIMEN,,Botany,L.2493404,"Backer, CA  19314",Exell AW,NA,CC0_1_0,Naturalis Biodiversity Center,Backer CA,,,2024-01-25T05:52:52Z,StillImage,INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
2516386358,15f819bd-6612-4447-854b-14d12ee1022d,https://data.biodiversitydata.nl/naturalis/specimen/L.2493381,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Combretaceae,Lumnitzera,Lumnitzera racemosa,,SPECIES,Lumnitzera racemosa Willd.,Lumnitzera racemosa Willd.,Willd.,ID,"[Indonesia,] Moluccas, Ceram, Geser.",Moluccas,PRESENT,NA,396d5f30-dea9-11db-8ab4-b8a03c50a862,-3.876467,130.92548,NA,NA,NA,NA,NA,NA,1938-09-16,16,9,1938,6435171,6435171,PRESERVED_SPECIMEN,,Botany,L.2493381,"Buwalda, P  6057",Exell AW,NA,CC0_1_0,Naturalis Biodiversity Center,Buwalda P,,,2024-01-25T05:51:44Z,StillImage,INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
2516386357,15f819bd-6612-4447-854b-14d12ee1022d,https://data.biodiversitydata.nl/naturalis/specimen/L.2493297,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Combretaceae,Lumnitzera,Lumnitzera racemosa,,SPECIES,Lumnitzera racemosa Willd.,Lumnitzera racemosa Willd.,Willd.,AU,Gunn Point.,,PRESENT,NA,396d5f30-dea9-11db-8ab4-b8a03c50a862,-12.15,131.05,NA,NA,NA,NA,NA,NA,1979-01-17,17,1,1979,6435171,6435171,PRESERVED_SPECIMEN,,Botany,L.2493297,"Rankin, MO  1720",,NA,CC0_1_0,Naturalis Biodiversity Center,Rankin MO,,,2024-01-25T05:51:41Z,StillImage,INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
2516308255,15f819bd-6612-4447-854b-14d12ee1022d,https://data.biodiversitydata.nl/naturalis/specimen/L.2493325,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Combretaceae,Lumnitzera,Lumnitzera racemosa,,SPECIES,Lumnitzera racemosa Willd.,Lumnitzera racemosa Willd.,Willd.,PG,"Eastern Dist., Terr. of Papua. Near Dabora. Cape Vogel. Baniara Subdistrict.",,PRESENT,NA,396d5f30-dea9-11db-8ab4-b8a03c50a862,NA,NA,NA,NA,NA,NA,NA,NA,1954-09-18,18,9,1954,6435171,6435171,PRESERVED_SPECIMEN,,Botany,L.2493325,"Saunders, JC  140",,NA,CC0_1_0,Naturalis Biodiversity Center,Saunders JC,,,2024-01-25T05:51:41Z,StillImage,INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
2516308254,15f819bd-6612-4447-854b-14d12ee1022d,https://data.biodiversitydata.nl/naturalis/specimen/L.2493310,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Combretaceae,Lumnitzera,Lumnitzera racemosa,racemosa,VARIETY,Lumnitzera racemosa var. racemosa,Lumnitzera racemosa Willd. var. racemosa,,SC,"Aldabra: South Island, Edge of mixed scrub and mangrove near Takamaka Camp.",,PRESENT,NA,396d5f30-dea9-11db-8ab4-b8a03c50a862,NA,NA,NA,NA,NA,NA,NA,NA,1968-02-21,21,2,1968,5553386,6435171,PRESERVED_SPECIMEN,,Botany,L.2493310,"Renvoize, SA  1099",,NA,CC0_1_0,Naturalis Biodiversity Center,Renvoize SA,,,2024-01-25T05:52:52Z,StillImage,INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
2516304262,15f819bd-6612-4447-854b-14d12ee1022d,https://data.biodiversitydata.nl/naturalis/specimen/L.2493357,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Combretaceae,Lumnitzera,Lumnitzera racemosa,,SPECIES,Lumnitzera racemosa Willd.,Lumnitzera racemosa Willd.,Willd.,PH,"Fishpond, Malabon, Rizal Province, Luzon.",,PRESENT,NA,396d5f30-dea9-11db-8ab4-b8a03c50a862,NA,NA,NA,NA,NA,NA,NA,NA,1954-07-01,1,7,1954,6435171,6435171,PRESERVED_SPECIMEN,,Botany,L.2493357,"Paniza, IP PNH 20437",,NA,CC0_1_0,Naturalis Biodiversity Center,Paniza IP,,,2024-01-25T05:52:59Z,StillImage,INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
2516304261,15f819bd-6612-4447-854b-14d12ee1022d,https://data.biodiversitydata.nl/naturalis/specimen/L.2493320,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Combretaceae,Lumnitzera,Lumnitzera racemosa,,SPECIES,Lumnitzera racemosa Willd.,Lumnitzera racemosa Willd.,Willd.,ZZ,"Insula: Aroe Isl. P. Wamar, Dobo.",,PRESENT,NA,396d5f30-dea9-11db-8ab4-b8a03c50a862,NA,NA,NA,NA,NA,NA,NA,NA,1938-07-21,21,7,1938,6435171,6435171,PRESERVED_SPECIMEN,,Botany,L.2493320,"Buwalda, P  5581",,NA,CC0_1_0,Naturalis Biodiversity Center,Buwalda P,,,2024-01-25T05:51:41Z,StillImage,INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
2516303279,15f819bd-6612-4447-854b-14d12ee1022d,https://data.biodiversitydata.nl/naturalis/specimen/L.2493398,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Combretaceae,Lumnitzera,Lumnitzera racemosa,,SPECIES,Lumnitzera racemosa Willd.,Lumnitzera racemosa Willd.,Willd.,ID,"Sumatra, Riouw en Ond. Karimoen, Tg. Radja, Teloek Kajoe.",Sumatra,PRESENT,NA,396d5f30-dea9-11db-8ab4-b8a03c50a862,1.05,103.37,NA,NA,NA,NA,NA,NA,1936-08-12,12,8,1936,6435171,6435171,PRESERVED_SPECIMEN,,Botany,L.2493398,"Hasiboean, K bb 21304",,NA,CC0_1_0,Naturalis Biodiversity Center,Hasiboean K,,,2024-01-25T05:52:51Z,StillImage,INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
2516303278,15f819bd-6612-4447-854b-14d12ee1022d,https://data.biodiversitydata.nl/naturalis/specimen/L.2493383,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Combretaceae,Lumnitzera,Lumnitzera racemosa,,SPECIES,Lumnitzera racemosa Willd.,Lumnitzera racemosa Willd.,Willd.,ID,"[Indonesia,] Moluccas, Amboina.",Moluccas,PRESENT,NA,396d5f30-dea9-11db-8ab4-b8a03c50a862,-3.659117,128.17748,NA,NA,NA,NA,NA,NA,1913-07-01/1913-07-31,NA,7,1913,6435171,6435171,PRESERVED_SPECIMEN,,Botany,L.2493383,"Robinson, CB  1832",Exell AW,NA,CC0_1_0,Naturalis Biodiversity Center,Robinson CB,,,2024-01-25T05:51:41Z,StillImage,INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
2516303277,15f819bd-6612-4447-854b-14d12ee1022d,https://data.biodiversitydata.nl/naturalis/specimen/L.2493299,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Combretaceae,Lumnitzera,Lumnitzera racemosa,,SPECIES,Lumnitzera racemosa Willd.,Lumnitzera racemosa Willd.,Willd.,SB,"New Georgia Group, Baga Island.",,PRESENT,NA,396d5f30-dea9-11db-8ab4-b8a03c50a862,NA,NA,NA,NA,NA,NA,NA,NA,1964-01-29,29,1,1964,6435171,6435171,PRESERVED_SPECIMEN,,Botany,L.2493299,"Whitmore, TC BSIP 2841",,NA,CC0_1_0,Naturalis Biodiversity Center,Whitmore TC,,,2024-01-25T05:52:52Z,StillImage,INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
2516300277,15f819bd-6612-4447-854b-14d12ee1022d,https://data.biodiversitydata.nl/naturalis/specimen/L.2493415,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Combretaceae,Lumnitzera,Lumnitzera racemosa,,SPECIES,Lumnitzera racemosa Willd.,Lumnitzera racemosa Willd.,Willd.,TH,"South-Eastern Thailand, Province: Trat, Koh Chang Island.",South-Eastern,PRESENT,NA,396d5f30-dea9-11db-8ab4-b8a03c50a862,12.333333,102.166667,NA,NA,NA,NA,NA,NA,1973-08-03,3,8,1973,6435171,6435171,PRESERVED_SPECIMEN,,Botany,L.2493415,"Geesink, R; Phengklai, C  6285",,NA,CC0_1_0,Naturalis Biodiversity Center,Geesink R; Phengklai C,,,2024-01-25T05:51:41Z,StillImage,INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
2516300276,15f819bd-6612-4447-854b-14d12ee1022d,https://data.biodiversitydata.nl/naturalis/specimen/L.2493400,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Combretaceae,Lumnitzera,Lumnitzera racemosa,,SPECIES,Lumnitzera racemosa Willd.,Lumnitzera racemosa Willd.,Willd.,ID,"Sumatra, Anambas- and Natoena Islands, Boengoeran Isl., Kp. Ranai.",Sumatra,PRESENT,NA,396d5f30-dea9-11db-8ab4-b8a03c50a862,3.95,108.35,NA,NA,NA,NA,NA,NA,1928-04-13,13,4,1928,6435171,6435171,PRESERVED_SPECIMEN,,Botany,L.2493400,"Steenis, CGGJ van  1328",Exell AW,NA,CC0_1_0,Naturalis Biodiversity Center,Steenis CGGJ van,,,2024-01-25T05:52:52Z,StillImage,INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
2516300275,15f819bd-6612-4447-854b-14d12ee1022d,https://data.biodiversitydata.nl/naturalis/specimen/L.2493392,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Combretaceae,Lumnitzera,Lumnitzera racemosa,,SPECIES,Lumnitzera racemosa Willd.,Lumnitzera racemosa Willd.,Willd.,ID,"Sumatra, Bangka, near Muntok.",Sumatra,PRESENT,NA,396d5f30-dea9-11db-8ab4-b8a03c50a862,-2.066667,105.183333,NA,NA,NA,NA,NA,NA,1917-10-17,17,10,1917,6435171,6435171,PRESERVED_SPECIMEN,,Botany,L.2493392,"Bünnemeijer, HAB  1538",Exell AW,NA,CC0_1_0,Naturalis Biodiversity Center,Bünnemeijer HAB,,,2024-01-25T05:53:00Z,StillImage,INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
2516300274,15f819bd-6612-4447-854b-14d12ee1022d,https://data.biodiversitydata.nl/naturalis/specimen/L.2493293,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Combretaceae,Lumnitzera,Lumnitzera racemosa,,SPECIES,Lumnitzera racemosa Willd.,Lumnitzera racemosa Willd.,Willd.,AU,"Flora of the Northern Territory, Mangrove area at Batten Point on the McArthur River.",,PRESENT,NA,396d5f30-dea9-11db-8ab4-b8a03c50a862,-15.9,136.516667,NA,NA,NA,NA,NA,NA,1976-02-04,4,2,1976,6435171,6435171,PRESERVED_SPECIMEN,,Botany,L.2493293,"Craven, LA  3630",,NA,CC0_1_0,Naturalis Biodiversity Center,Craven LA,,,2024-01-25T05:51:41Z,StillImage,INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
2516291170,15f819bd-6612-4447-854b-14d12ee1022d,https://data.biodiversitydata.nl/naturalis/specimen/L.2493425,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Combretaceae,Lumnitzera,Lumnitzera racemosa,,SPECIES,Lumnitzera racemosa Willd.,Lumnitzera racemosa Willd.,Willd.,TH,"Thailand, Samut Prakan, Ban Bang Pu.",Central,PRESENT,NA,396d5f30-dea9-11db-8ab4-b8a03c50a862,13.516667,100.65,NA,NA,NA,NA,NA,NA,1968-06-14,14,6,1968,6435171,6435171,PRESERVED_SPECIMEN,,Botany,L.2493425,"Kevie, HM van der  3",,NA,CC0_1_0,Naturalis Biodiversity Center,Kevie HM van der,,,2024-01-25T05:52:59Z,StillImage,INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
